ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,FAIXA_ETARIA,RISK_SCORE,PERFIL_RISCO,CREDIT_SCORE_FAIXA,MILEAGE_FAIXA,OUTCOME_LABEL
337559,40-64,Masculino,majority,20-29y,high school,Classe Media,0.5795819505506645,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,3,0,2,0,40-64,5,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
210028,40-64,Feminino,minority,20-29y,none,Classe Media,0.5216370293764842,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,3,0,1,0,40-64,4,Alto,Q2,Q4 (Alta),Sem Sinistro
625565,26-39,Masculino,majority,10-19y,high school,Classe Media,,0.0,after 2015,0.0,1.0,10238,13000.0,sedan,1,0,2,1,26-39,3,Alto,,Q3,Com Sinistro
232262,65+,Masculino,majority,10-19y,high school,Alta Renda,0.3995310114066084,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,2,0,0,0,65+,2,Médio,Q1 (Baixo),Q1 (Baixa),Sem Sinistro
277499,16-25,Masculino,majority,0-9y,university,Alta Renda,0.711130247514043,1.0,before 2015,1.0,0.0,32765,11000.0,sedan,0,0,0,0,16-25,0,Baixo,Q4 (Alto),Q2,Sem Sinistro
761455,40-64,Masculino,majority,20-29y,high school,Alta Renda,0.6810789500454674,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,3,2,4,0,40-64,9,Muito Alto,Q4 (Alto),Q2,Sem Sinistro
330207,40-64,Feminino,majority,20-29y,university,Alta Renda,0.6172238033115515,0.0,after 2015,1.0,1.0,32765,10000.0,sedan,4,3,3,0,40-64,10,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
927059,16-25,Masculino,majority,0-9y,none,Baixa Renda,0.3449080748268442,0.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q3,Com Sinistro
22905,26-39,Feminino,majority,10-19y,high school,Alta Renda,0.5431775519517923,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,1,0,0,0,26-39,1,Médio,Q3,Q1 (Baixa),Sem Sinistro
270333,65+,Masculino,majority,30y+,university,Alta Renda,0.5832612783680788,1.0,after 2015,0.0,1.0,10238,9000.0,sedan,5,0,2,0,65+,7,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
168510,26-39,Feminino,majority,10-19y,university,Alta Renda,,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,1,0,0,26-39,1,Médio,,Q2,Sem Sinistro
125408,65+,Masculino,majority,30y+,university,Alta Renda,0.7079048188214504,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,4,1,2,0,65+,7,Muito Alto,Q4 (Alto),Q2,Sem Sinistro
107410,16-25,Masculino,majority,0-9y,none,Baixa Renda,0.3086760491529937,0.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q2,Com Sinistro
912595,26-39,Masculino,majority,10-19y,high school,Classe Media,0.4532261163998474,1.0,before 2015,1.0,1.0,10238,14000.0,sports car,2,1,0,0,26-39,3,Alto,Q2,Q3,Sem Sinistro
137209,26-39,Feminino,majority,10-19y,university,Classe Media,0.6680436827403672,0.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,1,0,26-39,1,Médio,Q4 (Alto),Q1 (Baixa),Sem Sinistro
882775,16-25,Feminino,majority,0-9y,high school,Classe Trabalhadora,0.4237711447220497,1.0,after 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q3,Com Sinistro
926478,65+,Feminino,majority,10-19y,university,Alta Renda,0.4779624315482342,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,3,0,1,0,65+,4,Alto,Q2,Q1 (Baixa),Sem Sinistro
756207,40-64,Masculino,majority,20-29y,university,Alta Renda,0.6165145855943818,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,0,2,0,40-64,4,Alto,Q3,Q3,Sem Sinistro
96679,16-25,Feminino,majority,0-9y,none,Baixa Renda,0.1541351795574787,1.0,before 2015,0.0,0.0,10238,18000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q4 (Alta),Com Sinistro
30993,40-64,Feminino,majority,20-29y,university,Alta Renda,0.5426376550206501,1.0,after 2015,0.0,1.0,10238,9000.0,sedan,1,0,0,0,40-64,1,Médio,Q3,Q1 (Baixa),Sem Sinistro
904544,40-64,Feminino,majority,0-9y,university,Alta Renda,0.7976152776255272,1.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,0,40-64,0,Baixo,Q4 (Alto),Q3,Sem Sinistro
660975,40-64,Feminino,majority,20-29y,university,Classe Media,0.5752234865821753,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,1,1,0,40-64,5,Muito Alto,Q3,Q2,Sem Sinistro
343102,26-39,Feminino,majority,10-19y,none,Baixa Renda,0.3763502094705643,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,1,0,0,0,26-39,1,Médio,Q1 (Baixo),Q1 (Baixa),Sem Sinistro
748173,26-39,Masculino,majority,10-19y,none,Baixa Renda,0.2539444112229153,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,1,0,1,1,26-39,2,Médio,Q1 (Baixo),Q4 (Alta),Com Sinistro
466515,26-39,Masculino,majority,10-19y,none,Classe Trabalhadora,0.3978853338946178,0.0,before 2015,0.0,0.0,32765,13000.0,sports car,2,1,0,1,26-39,3,Alto,Q1 (Baixo),Q3,Com Sinistro
80504,26-39,Masculino,majority,10-19y,university,Baixa Renda,,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,3,1,26-39,3,Alto,,Q3,Com Sinistro
648192,40-64,Masculino,majority,20-29y,university,Classe Media,0.4760755481035748,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,2,0,3,0,40-64,5,Muito Alto,Q2,Q4 (Alta),Sem Sinistro
900525,26-39,Masculino,majority,10-19y,high school,Classe Media,0.3413656943911265,1.0,before 2015,0.0,0.0,32765,11000.0,sedan,1,0,0,1,26-39,1,Médio,Q1 (Baixo),Q2,Com Sinistro
629147,65+,Masculino,majority,0-9y,high school,Classe Media,0.6742126938809867,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1,65+,0,Baixo,Q4 (Alto),Q1 (Baixa),Com Sinistro
126571,16-25,Feminino,majority,0-9y,none,Classe Trabalhadora,0.4556299715795965,1.0,after 2015,0.0,1.0,10238,12000.0,sports car,0,0,0,0,16-25,0,Baixo,Q2,Q2,Sem Sinistro
919697,26-39,Feminino,majority,10-19y,high school,Alta Renda,0.647036115942897,1.0,after 2015,0.0,1.0,10238,8000.0,sedan,0,1,1,0,26-39,2,Médio,Q4 (Alto),Q1 (Baixa),Sem Sinistro
26688,26-39,Feminino,majority,10-19y,high school,Classe Media,0.5551939776516457,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,2,0,3,0,26-39,5,Muito Alto,Q3,Q2,Sem Sinistro
474971,40-64,Masculino,majority,20-29y,university,Classe Media,0.5131929341910539,1.0,before 2015,1.0,1.0,32765,5000.0,sedan,7,1,2,0,40-64,10,Muito Alto,Q2,Q1 (Baixa),Sem Sinistro
287540,40-64,Feminino,majority,20-29y,high school,Alta Renda,0.5682407176327693,0.0,before 2015,1.0,0.0,32765,11000.0,sedan,3,0,0,0,40-64,3,Alto,Q3,Q2,Sem Sinistro
584269,40-64,Feminino,majority,20-29y,high school,Classe Trabalhadora,0.3331783936397684,1.0,before 2015,0.0,0.0,10238,14000.0,sports car,0,0,2,0,40-64,2,Médio,Q1 (Baixo),Q3,Sem Sinistro
326608,40-64,Feminino,majority,10-19y,university,Alta Renda,0.5392138269084618,0.0,before 2015,1.0,1.0,32765,5000.0,sedan,0,1,0,1,40-64,1,Médio,Q3,Q1 (Baixa),Com Sinistro
450029,65+,Feminino,majority,0-9y,university,Alta Renda,0.6018126779616341,1.0,after 2015,1.0,1.0,10238,,sedan,0,0,0,0,65+,0,Baixo,Q3,,Sem Sinistro
792310,65+,Masculino,majority,30y+,university,Alta Renda,0.3630724927822561,1.0,before 2015,1.0,0.0,21217,,sedan,3,1,0,1,65+,4,Alto,Q1 (Baixo),,Com Sinistro
166073,40-64,Feminino,majority,20-29y,high school,Classe Media,0.545089952761571,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,1,0,0,0,40-64,1,Médio,Q3,Q3,Sem Sinistro
521571,40-64,Feminino,majority,10-19y,none,Baixa Renda,0.3582560449825787,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,1,40-64,0,Baixo,Q1 (Baixo),Q3,Com Sinistro
418047,40-64,Masculino,majority,20-29y,high school,Alta Renda,0.5935481774271312,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,6,0,5,0,40-64,11,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
407435,40-64,Feminino,majority,20-29y,university,Alta Renda,0.6380148539874897,1.0,before 2015,1.0,1.0,92101,11000.0,sedan,3,0,1,0,40-64,4,Alto,Q4 (Alto),Q2,Sem Sinistro
902008,40-64,Feminino,minority,10-19y,high school,Baixa Renda,0.2893073879601041,0.0,before 2015,1.0,1.0,32765,8000.0,sedan,1,1,0,0,40-64,2,Médio,Q1 (Baixo),Q1 (Baixa),Sem Sinistro
635622,26-39,Feminino,minority,10-19y,none,Classe Trabalhadora,0.5799385856829034,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,1,0,0,1,26-39,1,Médio,Q3,Q4 (Alta),Com Sinistro
754120,16-25,Masculino,majority,0-9y,high school,Classe Trabalhadora,,1.0,after 2015,0.0,1.0,32765,14000.0,sedan,0,0,0,1,16-25,0,Baixo,,Q3,Com Sinistro
3131,26-39,Feminino,majority,10-19y,high school,Classe Media,0.4137739689907644,1.0,after 2015,1.0,0.0,10238,11000.0,sedan,0,1,1,0,26-39,2,Médio,Q1 (Baixo),Q2,Sem Sinistro
747188,26-39,Feminino,majority,0-9y,high school,Classe Media,0.3921298915339043,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,0,0,0,1,26-39,0,Baixo,Q1 (Baixo),Q1 (Baixa),Com Sinistro
219595,65+,Feminino,minority,10-19y,university,Alta Renda,0.5576866532602021,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,0,0,65+,1,Médio,Q3,Q2,Sem Sinistro
284540,65+,Masculino,majority,30y+,university,Alta Renda,0.6541771817285776,1.0,before 2015,1.0,1.0,10238,,sedan,9,0,4,0,65+,13,Muito Alto,Q4 (Alto),,Sem Sinistro
324448,16-25,Masculino,minority,0-9y,none,Baixa Renda,0.2652885371930958,0.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),,Com Sinistro
638240,26-39,Feminino,majority,0-9y,high school,Alta Renda,0.5797370090434051,1.0,after 2015,1.0,1.0,10238,8000.0,sports car,0,0,0,0,26-39,0,Baixo,Q3,Q1 (Baixa),Sem Sinistro
335001,16-25,Masculino,majority,0-9y,high school,Baixa Renda,0.3524113564969917,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q2,Com Sinistro
569662,26-39,Feminino,majority,10-19y,none,Baixa Renda,0.3674159775277167,0.0,before 2015,1.0,0.0,32765,13000.0,sedan,1,1,0,0,26-39,2,Médio,Q1 (Baixo),Q3,Sem Sinistro
832941,40-64,Feminino,majority,20-29y,university,Alta Renda,0.5231534917481532,1.0,after 2015,1.0,0.0,10238,16000.0,sedan,0,0,0,0,40-64,0,Baixo,Q2,Q4 (Alta),Sem Sinistro
416816,16-25,Masculino,majority,0-9y,none,Baixa Renda,0.3243896616360899,1.0,before 2015,0.0,0.0,32765,,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),,Com Sinistro
978371,65+,Masculino,majority,0-9y,university,Alta Renda,0.522308261261471,1.0,before 2015,1.0,1.0,92101,10000.0,sedan,0,0,0,0,65+,0,Baixo,Q2,Q1 (Baixa),Sem Sinistro
918452,16-25,Feminino,majority,0-9y,none,Baixa Renda,0.5892026667509174,0.0,before 2015,0.0,0.0,32765,16000.0,sedan,0,0,0,1,16-25,0,Baixo,Q3,Q4 (Alta),Com Sinistro
905397,16-25,Masculino,majority,0-9y,high school,Classe Trabalhadora,0.3828274809687304,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q3,Com Sinistro
314202,16-25,Feminino,majority,0-9y,none,Baixa Renda,0.2180558125783903,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0,16-25,0,Baixo,Q1 (Baixo),Q2,Sem Sinistro
827578,40-64,Feminino,majority,20-29y,high school,Classe Media,0.5724357121716819,1.0,before 2015,1.0,1.0,21217,9000.0,sedan,6,0,2,1,40-64,8,Muito Alto,Q3,Q1 (Baixa),Com Sinistro
531612,16-25,Masculino,majority,0-9y,high school,Baixa Renda,,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0,16-25,0,Baixo,,Q1 (Baixa),Sem Sinistro
922977,26-39,Feminino,majority,10-19y,university,Classe Trabalhadora,0.3820266609685973,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,1,0,26-39,2,Médio,Q1 (Baixo),Q2,Sem Sinistro
26816,26-39,Masculino,majority,10-19y,university,Alta Renda,0.4595544325174388,0.0,after 2015,1.0,1.0,32765,6000.0,sedan,5,0,1,0,26-39,6,Muito Alto,Q2,Q1 (Baixa),Sem Sinistro
466383,26-39,Masculino,majority,10-19y,university,Alta Renda,0.4724089205532677,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,2,0,1,0,26-39,3,Alto,Q2,Q2,Sem Sinistro
877770,26-39,Feminino,majority,10-19y,university,Classe Trabalhadora,0.4691488744590532,0.0,before 2015,0.0,0.0,32765,,sedan,1,0,0,1,26-39,1,Médio,Q2,,Com Sinistro
516391,26-39,Feminino,majority,10-19y,university,Alta Renda,0.4955551858020328,1.0,before 2015,1.0,1.0,32765,,sedan,3,0,0,1,26-39,3,Alto,Q2,,Com Sinistro
331819,65+,Feminino,majority,10-19y,university,Alta Renda,0.615268901119859,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,1,0,0,65+,2,Médio,Q3,Q1 (Baixa),Sem Sinistro
439435,40-64,Feminino,majority,20-29y,none,Baixa Renda,,0.0,before 2015,0.0,1.0,10238,10000.0,sedan,5,0,0,0,40-64,5,Muito Alto,,Q1 (Baixa),Sem Sinistro
430019,16-25,Masculino,majority,0-9y,high school,Classe Media,0.5250778544124233,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1,16-25,0,Baixo,Q3,Q3,Com Sinistro
873325,26-39,Feminino,majority,10-19y,none,Baixa Renda,0.4728683213157021,0.0,before 2015,1.0,1.0,32765,9000.0,sedan,2,0,0,0,26-39,2,Médio,Q2,Q1 (Baixa),Sem Sinistro
852514,26-39,Masculino,majority,10-19y,university,Alta Renda,0.7312594762628961,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0,26-39,0,Baixo,Q4 (Alto),Q2,Sem Sinistro
198903,26-39,Feminino,majority,10-19y,university,Classe Media,0.4075471513781581,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,2,0,0,0,26-39,2,Médio,Q1 (Baixo),Q3,Sem Sinistro
351071,40-64,Masculino,majority,20-29y,university,Classe Media,0.3947330860408181,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,3,1,3,0,40-64,7,Muito Alto,Q1 (Baixo),Q1 (Baixa),Sem Sinistro
65898,65+,Feminino,majority,10-19y,high school,Classe Media,0.6212693959586079,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,1,1,0,65+,3,Alto,Q4 (Alto),Q1 (Baixa),Sem Sinistro
671746,65+,Masculino,majority,10-19y,university,Alta Renda,0.4887111046934922,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,2,0,4,0,65+,6,Muito Alto,Q2,Q1 (Baixa),Sem Sinistro
760605,26-39,Feminino,majority,10-19y,none,Classe Media,0.5050324631686071,0.0,before 2015,0.0,1.0,32765,11000.0,sedan,2,0,0,1,26-39,2,Médio,Q2,Q2,Com Sinistro
435057,16-25,Masculino,majority,0-9y,none,Classe Trabalhadora,0.5336166248933796,1.0,after 2015,1.0,0.0,32765,10000.0,sedan,0,0,0,0,16-25,0,Baixo,Q3,Q1 (Baixa),Sem Sinistro
311722,16-25,Feminino,majority,0-9y,none,Baixa Renda,0.3729905825054102,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0,16-25,0,Baixo,Q1 (Baixo),Q4 (Alta),Sem Sinistro
309217,26-39,Feminino,majority,0-9y,high school,Alta Renda,0.7124443067499009,1.0,after 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0,26-39,0,Baixo,Q4 (Alto),Q4 (Alta),Sem Sinistro
237542,16-25,Feminino,majority,0-9y,high school,Classe Media,0.5668311217565926,1.0,before 2015,0.0,0.0,10238,12000.0,sports car,0,0,0,0,16-25,0,Baixo,Q3,Q2,Sem Sinistro
911614,26-39,Feminino,majority,10-19y,university,Classe Media,0.4631298696568432,1.0,after 2015,0.0,0.0,10238,13000.0,sedan,2,0,0,0,26-39,2,Médio,Q2,Q3,Sem Sinistro
219279,16-25,Masculino,minority,0-9y,high school,Classe Media,0.4031187478227301,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q3,Com Sinistro
520036,26-39,Feminino,majority,10-19y,university,Classe Media,0.7254912502311535,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,2,0,0,26-39,2,Médio,Q4 (Alto),Q2,Sem Sinistro
834244,16-25,Masculino,majority,0-9y,university,Classe Trabalhadora,,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0,16-25,0,Baixo,,Q2,Sem Sinistro
603871,40-64,Feminino,majority,20-29y,high school,Classe Media,0.6428083488556897,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,1,0,0,0,40-64,1,Médio,Q4 (Alto),Q3,Sem Sinistro
78431,65+,Masculino,majority,0-9y,none,Alta Renda,0.529341745353105,1.0,after 2015,1.0,1.0,10238,15000.0,sedan,0,0,0,0,65+,0,Baixo,Q3,Q4 (Alta),Sem Sinistro
979335,40-64,Masculino,majority,10-19y,high school,Alta Renda,0.5584527325845159,1.0,after 2015,1.0,0.0,10238,7000.0,sedan,5,0,3,0,40-64,8,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
642405,40-64,Feminino,majority,20-29y,high school,Alta Renda,0.561554377080833,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,1,0,40-64,1,Médio,Q3,Q3,Sem Sinistro
734738,16-25,Feminino,minority,0-9y,none,Baixa Renda,0.4999499112302965,0.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q3,Com Sinistro
722357,26-39,Masculino,majority,0-9y,high school,Classe Trabalhadora,0.4356390669963485,1.0,before 2015,0.0,1.0,92101,13000.0,sedan,0,0,0,1,26-39,0,Baixo,Q2,Q3,Com Sinistro
755140,65+,Feminino,majority,30y+,high school,Alta Renda,0.6393590227883027,1.0,after 2015,0.0,1.0,10238,19000.0,sedan,0,0,1,0,65+,1,Médio,Q4 (Alto),Q4 (Alta),Sem Sinistro
989076,26-39,Masculino,majority,0-9y,high school,Classe Trabalhadora,,0.0,before 2015,0.0,0.0,92101,14000.0,sedan,0,0,0,1,26-39,0,Baixo,,Q3,Com Sinistro
684778,40-64,Masculino,majority,0-9y,university,Classe Media,0.4559494824210867,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0,40-64,0,Baixo,Q2,Q3,Sem Sinistro
943932,65+,Masculino,majority,0-9y,university,Alta Renda,0.6326203241626039,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0,65+,0,Baixo,Q4 (Alto),Q1 (Baixa),Sem Sinistro
50084,26-39,Masculino,majority,10-19y,none,Classe Trabalhadora,0.4894506956168617,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,1,0,1,0,26-39,2,Médio,Q2,Q4 (Alta),Sem Sinistro
845620,16-25,Feminino,majority,0-9y,high school,Classe Media,0.2906223251969785,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q1 (Baixa),Com Sinistro
934382,65+,Feminino,majority,20-29y,university,Alta Renda,0.7241955103170054,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,1,0,65+,1,Médio,Q4 (Alto),Q1 (Baixa),Sem Sinistro
765151,16-25,Feminino,majority,0-9y,high school,Classe Media,0.6978280154019372,1.0,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,1,16-25,0,Baixo,Q4 (Alto),Q4 (Alta),Com Sinistro
364440,16-25,Feminino,majority,0-9y,high school,Baixa Renda,0.3487762969844098,1.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),,Com Sinistro
743449,65+,Masculino,majority,20-29y,high school,Alta Renda,0.5745601199336416,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,3,0,2,0,65+,5,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
189983,26-39,Masculino,majority,10-19y,university,Alta Renda,0.7580551774843504,1.0,before 2015,0.0,1.0,92101,13000.0,sedan,2,0,1,1,26-39,3,Alto,Q4 (Alto),Q3,Com Sinistro
39529,40-64,Masculino,majority,20-29y,university,Alta Renda,0.6250413249606896,1.0,before 2015,1.0,1.0,92101,,sedan,1,0,1,0,40-64,2,Médio,Q4 (Alto),,Sem Sinistro
982534,16-25,Feminino,majority,0-9y,high school,Baixa Renda,0.4128507805979658,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),,Com Sinistro
230922,40-64,Feminino,majority,20-29y,university,Alta Renda,0.6405696960591507,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,2,1,0,40-64,3,Alto,Q4 (Alto),Q3,Sem Sinistro
466162,26-39,Masculino,majority,10-19y,high school,Classe Trabalhadora,0.3737428531911823,1.0,before 2015,0.0,1.0,10238,8000.0,sedan,1,0,3,0,26-39,4,Alto,Q1 (Baixo),Q1 (Baixa),Sem Sinistro
873153,16-25,Feminino,majority,0-9y,university,Classe Trabalhadora,0.3114582357707357,0.0,before 2015,0.0,0.0,32765,16000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q4 (Alta),Com Sinistro
29449,40-64,Masculino,majority,20-29y,high school,Alta Renda,0.6271623552865446,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,5,1,1,0,40-64,7,Muito Alto,Q4 (Alto),Q1 (Baixa),Sem Sinistro
459304,16-25,Masculino,majority,0-9y,none,Classe Trabalhadora,0.4192330497534948,1.0,before 2015,0.0,0.0,32765,12000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q2,Com Sinistro
149754,16-25,Feminino,majority,0-9y,university,Alta Renda,0.5735998414233406,1.0,after 2015,1.0,1.0,32765,11000.0,sedan,0,0,0,0,16-25,0,Baixo,Q3,Q2,Sem Sinistro
143460,26-39,Feminino,majority,10-19y,university,Alta Renda,0.7180500037016229,0.0,before 2015,1.0,0.0,10238,14000.0,sedan,0,0,1,0,26-39,1,Médio,Q4 (Alto),Q3,Sem Sinistro
100663,26-39,Feminino,majority,10-19y,none,Baixa Renda,,0.0,before 2015,0.0,0.0,32765,11000.0,sedan,3,0,0,1,26-39,3,Alto,,Q2,Com Sinistro
723172,16-25,Feminino,majority,0-9y,university,Classe Media,0.4452397305357933,1.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,0,16-25,0,Baixo,Q2,,Sem Sinistro
375459,65+,Feminino,majority,0-9y,high school,Alta Renda,0.6040143143469311,1.0,before 2015,1.0,0.0,10238,9000.0,sedan,0,0,0,0,65+,0,Baixo,Q3,Q1 (Baixa),Sem Sinistro
375184,40-64,Feminino,majority,20-29y,none,Classe Trabalhadora,0.3684660188079731,1.0,before 2015,1.0,1.0,32765,,sedan,5,2,1,0,40-64,8,Muito Alto,Q1 (Baixo),,Sem Sinistro
137374,26-39,Feminino,majority,10-19y,high school,Classe Trabalhadora,0.4362970860949016,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,0,26-39,0,Baixo,Q2,,Sem Sinistro
257003,26-39,Masculino,majority,10-19y,none,Baixa Renda,0.3133433098588541,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,2,0,4,0,26-39,6,Muito Alto,Q1 (Baixo),Q2,Sem Sinistro
293988,65+,Feminino,minority,0-9y,university,Alta Renda,0.6001310093299637,1.0,after 2015,1.0,0.0,32765,11000.0,sedan,0,0,0,0,65+,0,Baixo,Q3,Q2,Sem Sinistro
893885,40-64,Feminino,majority,20-29y,high school,Alta Renda,0.7039910851555973,0.0,before 2015,1.0,0.0,92101,13000.0,sedan,0,1,0,1,40-64,1,Médio,Q4 (Alto),Q3,Com Sinistro
619329,40-64,Feminino,majority,20-29y,university,Alta Renda,0.6258479108755962,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,0,0,5,0,40-64,5,Muito Alto,Q4 (Alto),Q2,Sem Sinistro
356221,26-39,Feminino,majority,0-9y,high school,Classe Trabalhadora,0.3169549856454914,0.0,before 2015,1.0,1.0,32765,5000.0,sedan,0,0,0,1,26-39,0,Baixo,Q1 (Baixo),Q1 (Baixa),Com Sinistro
263650,26-39,Feminino,minority,10-19y,none,Baixa Renda,0.4978181078554071,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,0,26-39,0,Baixo,Q2,Q3,Sem Sinistro
26068,40-64,Masculino,majority,10-19y,high school,Classe Media,0.4692976564095875,0.0,before 2015,1.0,1.0,32765,8000.0,sedan,2,0,0,0,40-64,2,Médio,Q2,Q1 (Baixa),Sem Sinistro
488670,65+,Masculino,majority,30y+,university,Alta Renda,0.6896413340803383,1.0,before 2015,1.0,1.0,10238,7000.0,sedan,8,0,6,0,65+,14,Muito Alto,Q4 (Alto),Q1 (Baixa),Sem Sinistro
539261,16-25,Masculino,majority,0-9y,high school,Baixa Renda,,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1,16-25,0,Baixo,,Q4 (Alta),Com Sinistro
582320,40-64,Masculino,majority,20-29y,high school,Classe Media,0.4090419121576007,0.0,after 2015,0.0,1.0,10238,12000.0,sedan,4,1,4,0,40-64,9,Muito Alto,Q1 (Baixo),Q2,Sem Sinistro
923366,40-64,Masculino,majority,10-19y,university,Classe Media,0.5326129835682918,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,3,0,40-64,4,Alto,Q3,Q2,Sem Sinistro
542,26-39,Masculino,minority,10-19y,university,Alta Renda,,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,0,26-39,0,Baixo,,Q1 (Baixa),Sem Sinistro
609396,40-64,Feminino,majority,20-29y,high school,Alta Renda,0.7655869449206536,1.0,after 2015,1.0,1.0,32765,11000.0,sedan,0,2,2,0,40-64,4,Alto,Q4 (Alto),Q2,Sem Sinistro
